Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount,Undisbursed_Amount,Disbursed_Amount,Repaid_to_IBRD,Due_to_IBRD,Exchange_Adjustment,Borrower_Obligation,Sold_3rd_Party,Repaid_3rd_Party,Due_3rd_Party,Loans_Held
P002287,DFC I-SOFISEDIT,3000000,530.95,0,2999469.05,2999469.05,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P010080,MULTAN FERTILIZER,35000000,0,0,35000000,33045198,0,0,0,1954802,1954802,0,0
P005615,WATER SUPPLY III,23000000,0,0,23000000,20372602.53,0,0,0,2627397.47,2627397.47,0,0
P009160,HIGHWAYS VI,17040000,0,0,17040000,17040000,0,0,0,0,0,0,0
P009160,HIGHWAYS VI,0,0,0,0,0,0,0,0,0,0,0,0
P009160,HIGHWAYS VI,38880.02,0,0,38880.02,38880.02,0,0,0,0,0,0,0
P008424,YANNITSA IRRIG.,30000000,0,0,30000000,19141381.58,0,0,0,10858618.42,10858618.42,0,0
P004680,DFC IFCT II,12000000,392849.76,0,11607150.24,11607150.24,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P001239,TEA III,10400000,0,0,10400000,10400000,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P004056,AGR.PROC.,13000000,36552.32,0,12963447.68,12938447.68,0,0,0,25000,25000,0,0
P004878,PORTS III,70000000,20336605.4,0,49663394.6,49663394.6,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P004879,RAILWAYS I-RENEWAL,49000000,5939875.43,0,43060124.57,43060124.57,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P004877,POWER I,38500000,0,0,38500000,38500000,0,0,0,0,0,0,0
P004428,DBP I (DFC),50000000,428448.25,0,49571551.75,49571551.75,0,0,0,0,0,0,0
P004354,POWER II,10800000,0,0,10800000,9264189.04,-1.86E-09,1.86E-09,0,1535810.96,1535810.96,0,-1.86E-09
P005204,PORTS II,65000000,38704378.47,0,26295621.53,24330114.09,3.73E-09,0.009999996,0.01,1965507.44,1965507.44,0,3.73E-09
P005203,POWER III,58000000,4811435.25,0,53188564.75,46876931.77,0,0.01,0.01,6311632.98,6311632.98,0,0
P005202,INDUST. CREDIT BANK I,25000000,0,0,25000000,25000000,0,0,0,0,0,0,0
P007413,URBAN DEVT.KINGSTON,15000000,349579.93,0,14650420.07,14650420.07,0,0,0,0,0,0,0
P007412,AGRICULTURAL CREDIT,5500000,1124403.16,0,4375596.84,4375596.84,0,0,0,0,0,0,0
P003739,RAILWAYS I,48000000,455369.65,0,47544630.35,42002306.97,-1.49E-08,1.49E-08,0,5542323.38,5542323.38,0,-1.49E-08
P006911,COMMUNICATIONS IV,23500000,0,0,23500000,21831219.81,0,-0.01,-0.01,1668780.19,1668780.19,0,0
P007150,EDUCATION II,17000000,1543895.53,0,15456104.47,15456104.47,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P006261,POWER PAULO AFONSO I,81000000,1233973.39,0,79766026.61,79766026.61,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P006262,W/SUPPLY-MINAS GERAI,36000000,0,0,36000000,36000000,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P004426,AGRICULTURAL CREDIT,22000000,0,0,22000000,20118135.29,0,0,0,1881864.71,1881864.71,0,0
P009682,CHAMBAL I RAJASTHAN,52000000,0,0,52000000,52000000,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P009156,DFC-INDUSTRIAL CREDIT,28000000,79077.42,0,27920922.58,27920922.58,0,0,0,0,0,0,0
P009156,DFC-INDUSTRIAL CREDIT,22000000,82307.46,0,21917692.54,21917692.54,0,0,0,0,0,0,0
P002690,CASHEW NUTS,21000000,536061.76,0,20463938.24,20463938.24,0,0,0,0,0,0,0
P008086,TELECOMMUNICATIONS I,18000000,7660496.98,0,10339503.02,9322702.55,-1.86E-09,1.86E-09,0,1016800.47,1016800.47,0,-1.86E-09
P007232,AGR.TAPAKUMA REHAB.,12900000,0,0,12900000,12900000,0,0,0,0,0,0,0
P005366,MAROC PHOSPHORE,50000000,338263.65,0,49661736.35,40739438.28,-7.45E-09,7.45E-09,0,8922298.07,8922298.07,0,-7.45E-09
P005365,SEBOU II DEVELOPMENT,32000000,6017712.81,0,25982287.19,24838032.82,0,0,0,1144254.37,1144254.37,0,0
P000131,DFC,2597439.56,0,0,2597439.56,2597439.56,0,0,0,0,0,0,0
P000131,DFC,1402560.44,0,0,1402560.44,1402560.44,-2.33E-10,2.33E-10,0,0,0,0,-2.33E-10
P008691,TECUCI FERTILIZER PLANT,60000000,0,0,60000000,51779467.56,0,0,0,8220532.44,8220532.44,0,0
P004682,BANGKOK WATER SUPPLY,55000000,0,0,55000000,52868307.43,7.45E-09,0.009999992,0.01,2131692.57,2131692.57,0,7.45E-09
P007532,AVIATION,25000000,0,0,25000000,25000000,-3.73E-09,3.73E-09,0,0,0,0,-3.73E-09
P008907,ELBISTAN SUPPLEMENT,133271178.4,0,0,133271178.4,133271178.4,1.49E-08,-1.49E-08,0,0,0,0,1.49E-08
P008907,ELBISTAN SUPPLEMENT,14728821.62,0,0,14728821.62,14728821.62,0,0,0,0,0,0,0
P008905,DYB I (DFC),40000000,262401.09,0,39737598.91,39737598.91,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P007955,ROADS VI CENTRAL HWY,26000000,0,0,26000000,26000000,0,0,0,0,0,0,0
P009164,RAILWAYS IV,47509215.86,335793.3,0,47173422.56,46990746.8,0,0,0,182675.76,182675.76,0,0
P009164,RAILWAYS IV,0,0,0,0,0,0,0,0,0,0,0,0
P009164,RAILWAYS IV,4456223,0,0,4456223,4456223,0,0,0,0,0,0,0
P009164,RAILWAYS IV,5309790.32,0,0,5309790.32,5309790.32,0,0,0,0,0,0,0
P009164,RAILWAYS IV,12274617,0,0,12274617,12274617,0,0,0,0,0,0,0
P008694,OTELINOX SPEC. STEEL,70000000,50000,0,69950000,68660175.63,0,0.01,0.01,1289824.37,1289824.37,0,0
P008695,TURCENI THERMAL POWER,60000000,0,0,60000000,58259106.29,0,-0.01,-0.01,1740893.71,1740893.71,0,0
P005613,TOURISM-HOTEL TRAINING,5600000,94851.95,0,5505148.05,5505148.05,0,0,0,0,0,0,0
P007047,WATER SUPPLY,23200000,0,0,23200000,22949332.6,3.73E-09,-0.010000004,-0.01,250667.4,250667.4,0,3.73E-09
P004242,NEB POWER VI,45000000,1700000,0,43300000,33276240.74,-7.45E-09,-0.009999994,-0.010000002,10023759.26,10023759.26,0,-7.45E-09
P007415,HIGHWAY III,13500000,0,0,13500000,13500000,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P001884,EDUCATION I,3500000,0,0,3500000,3500000,0,0,0,0,0,0,0
P004436,POWER VI,60012467.57,0,0,60012467.57,59332494.77,7.45E-09,0.009999993,0.01,679972.8,679972.8,0,7.45E-09
P004436,POWER VI,987532.43,507971.41,0,479561.02,479561.02,0,0,0,0,0,0,0
P004435,POPULATION,16100276.55,0,0,16100276.55,16074873.91,0,0,0,25402.64,25402.64,0,0
P004435,POPULATION,8899723.45,1654504.04,0,7245219.41,7245219.41,-9.31E-10,9.31E-10,0,0,0,0,-9.31E-10
P001104,AGRIC. OIL PALM IV,2600000,0,0,2600000,2600000,0,0,0,0,0,0,0
P007859,LIVESTOCK IV,10000000,12554.27,0,9987445.73,9987445.73,0,0,0,0,0,0,0
P000325,RAILWAYS II,16000000,0,0,16000000,15716306.4,1.86E-09,-0.010000002,-0.01,283693.6,283693.6,0,1.86E-09
P000326,COCOA I,6500000,0,0,6500000,6500000,0,0,0,0,0,0,0
P003746,URBAN DEVT. I,25000000,839921.61,0,24160078.39,22128952.52,-3.73E-09,3.73E-09,0,2031125.87,2031125.87,0,-3.73E-09
P002694,SUGAR DEVELOPMENT,9000000,0,0,9000000,9000000,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P005617,PHOSPHATE PROJECT,23300000,105930.42,0,23194069.58,19379874.37,0,0,0,3814195.21,3814195.21,0,0
P007414,AIRPORT,12500000,0,0,12500000,12500000,0,0,0,0,0,0,0
P004240,KERATONG LAND SETTLE,36000000,0,0,36000000,30339699.74,3.73E-09,-0.010000004,-0.01,5660300.26,5660300.26,0,3.73E-09
P002022,WESTERN COCOA II,20000000,605242.15,0,19394757.85,19394757.85,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P005206,AGRIC. DEVT. BANK III,40000000,5072975.72,0,34927024.28,29040281.99,0,0.01,0.01,5886742.29,5886742.29,0,0
P005207,FISHERIES I,12500000,11900000,0,600000,433909.76,0,0,0,166090.24,166090.24,0,0
P004437,SHIPPING I,20000000,644798.65,0,19355201.35,18938178.48,3.73E-09,-3.73E-09,0,417022.87,417022.87,0,3.73E-09
P003747,WATER SUPPLY I,12910821.49,0,0,12910821.49,12881912.89,-1.86E-09,-0.009999998,-0.01,28908.6,28908.6,0,-1.86E-09
P003747,WATER SUPPLY I,1589178.51,653936.01,0,935242.5,935242.5,0,0,0,0,0,0,0
P007151,URBAN-SITES&SERVICES,2500000,0,0,2500000,2500000,0,0,0,0,0,0,0
P006982,PUERTO PLATA TOURISM,21000000,84255.03,0,20915744.97,20915744.97,0,0,0,0,0,0,0
P004433,PDCP IV (DFC),30000000,211503.4,0,29788496.6,29788496.6,3.73E-09,-0.010000004,-0.01,0,0,0,3.73E-09
P007534,PAPALOAPAN BASIN DEV,29028425.45,12000000,0,17028425.45,17028425.45,-3.73E-09,3.73E-09,0,0,0,0,-3.73E-09
P007534,PAPALOAPAN BASIN DEV,17532309.89,12019735.34,0,5512574.55,5512574.55,0,0,0,0,0,0,0
P007534,PAPALOAPAN BASIN DEV,3439264.66,0,0,3439264.66,3439264.66,0,0,0,0,0,0,0
P003743,DFC-BAPINDO II,50000000,1410.6,0,49998589.4,49021529.94,0,0,0,977059.46,977059.46,0,0
P001420,DFC II,4000000,33400.52,0,3966599.48,3966599.48,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P008087,DFC II,5000000,2617539.05,0,2382460.95,2382460.95,0,0,0,0,0,0,0
P003167,LUSAKA SITE&SERVICES,20000000,717.41,0,19999282.59,19999282.59,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P002653,W/SUPPLY&SEWERAGE,3500000,800981.3,0,2699018.7,2699018.7,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P007860,HIGHWAYS IV,14500000,27243.14,0,14472756.86,14326158.16,1.86E-09,-1.86E-09,0,146598.7,146598.7,0,1.86E-09
P009163,HARBOR BAR,18295000,0,0,18295000,18089889.47,0,0,0,205110.53,205110.53,0,0
P009163,HARBOR BAR,3567197.02,1571197.02,0,1996000,1996000,0,0,0,0,0,0,0
P005371,BNDE VII (DFC),30000000,0,0,30000000,30000000,0,0,0,0,0,0,0
P004994,IND./AG. RECURRENT IMP.,35000000,0,0,35000000,35000000,0,0,0,0,0,0,0
P002696,PROGRAM LOAN I,30000000,0,0,30000000,30000000,0,0,0,0,0,0,0
P004995,SUEZ REHABILITATION,50000000,4215166.67,0,45784833.33,44384833.33,-7.45E-09,7.45E-09,0,1400000,1400000,0,-7.45E-09
P001478,FORESTRY I,6750000,8838.79,0,6741161.21,6741161.21,0,0,0,0,0,0,0
P009165,DUBROVNIK INFRASTRUCTURE,6000000,132683.27,0,5867316.73,5867316.73,0,0,0,0,0,0,0
P006264,EDUCATION II,23500000,2854713.15,0,20645286.85,20645286.85,0,0,0,0,0,0,0
P005616,IRRIG. REHABILITATION I,12200000,560611.61,0,11639388.39,11394388.39,1.86E-09,-1.86E-09,0,245000,245000,0,1.86E-09
P001107,COCOA II,20000000,2663149.42,0,17336850.58,17336850.58,-3.73E-09,3.73E-09,0,0,0,0,-3.73E-09
P004063,SECONDARY CIT,15000000,0,0,15000000,15000000,0,0.01,0.01,0,0,0,0
P006741,SMALL&MEDIUM INDUST(,5500000,69183.23,0,5430816.77,4001994.95,-4.66E-10,4.66E-10,0,1428821.82,1428821.82,0,-4.66E-10
P006742,W/S&SWG.MULTI-CITIES,27000000,2440316.05,0,24559683.95,23678165.82,0,-0.01,-0.01,881518.13,881518.13,0,0
P006740,TELECOMMUNICATION II,15000000,0,0,15000000,14460836.75,-1.86E-09,0.010000002,0.01,539163.25,539163.25,0,-1.86E-09
P006267,RAILWAYS II RFFSA,175000000,988885.63,0,174011114.4,174011114.4,0,0,0,0,0,0,0
P006266,HIGHWAYS V,110000000,6142147.24,0,103857852.8,103857852.8,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P001111,SEWERAGE ABIDJAN I,9000000,0,0,9000000,8820468.26,0,0.01,0.01,179531.74,179531.74,0,0
P001106,COTTON,31000000,3112573.86,0,27887426.14,27887426.14,0,0,0,0,0,0,0
P008909,TSDB X (DFC),65000000,0,0,65000000,65000000,0,0,0,0,0,0,0
P009698,IFFCO FERTILIZER,109000000,0,0,109000000,99931602.21,2.98E-08,-0.01000003,-0.01,9068397.79,9068397.79,0,2.98E-08
P004432,TARLAC IRRIGATION,13800430.92,0,0,13800430.92,13800430.92,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P004432,TARLAC IRRIGATION,3199569.08,7784.17,0,3191784.91,3191784.91,-4.66E-10,4.66E-10,0,0,0,0,-4.66E-10
P007347,PWR VI-RIO LINDO HID,35000000,42923.4,0,34957076.6,33473201.93,-7.45E-09,7.45E-09,0,1483874.67,1483874.67,0,-7.45E-09
P008693,GIURGIU-RAZMIRESTI IRRIG,70000000,0,0,70000000,68116587.56,0,0,0,1883412.44,1883412.44,0,0
P008692,AG. CR. SADOVA-CORABIA,30000000,0,0,30000000,27810243.11,0,0,0,2189756.89,2189756.89,0,0
P000781,EDUCATION II,5000000,2143564.82,0,2856435.18,2856435.18,0,0,0,0,0,0,0
P004993,TOURAH CEMENT EXPANSION,40000000,0,0,40000000,40000000,0,0,0,0,0,0,0
,,50000000,0,0,50000000,50000000,0,0,0,0,0,0,0
P009367,INLAND WATER TRANSPO,54895633.38,0,0,54895633.38,54895633.38,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P005618,URBAN SEWERAGE I,28000000,0,0,28000000,27920495.77,0,0,0,79504.23,79504.23,0,0
P003744,INDUSTRY FERTILIZER,115000000,0,0,115000000,94485717.82,-1.49E-08,1.49E-08,0,20514282.18,20514282.18,0,-1.49E-08
P003019,INDUS-GECAMINES EXPA,100000000,0,0,100000000,100000000,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P002028,LIVESTOCK I,21000000,191887.29,0,20808112.71,20389658.9,3.73E-09,-3.73E-09,0,418453.81,418453.81,0,3.73E-09
P002025,AGR.DEVT-FUNTUA,29000000,574887.62,0,28425112.38,28425112.38,0,0,0,0,0,0,0
P001243,GROUP FARM REHAB CRE,7500000,7500000,0,0,0,0,0,0,0,0,0,0
P004061,PROGRAM I,100000000,0,0,100000000,81816797.4,1.49E-08,-1.49E-08,0,18183202.6,18183202.6,0,1.49E-08
P004059,DFC (KDB I),60000000,0,0,59999999.98,59999999.98,-7.45E-09,0.010000007,0.01,0,0,0,-7.45E-09
P004060,EDUC. III,22500000,0,0,22500000,22500000,0,0,0,0,0,0,0
P009697,DFC-ICICI XI,100000000,6192774.33,0,93807387.25,93807387.25,1.49E-08,-1.49E-08,0,0,0,0,1.49E-08
P004996,RAILWAYS II,37000000,1413448.88,0,35586551.12,35586551.12,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P002024,AGRICULTURE DEVT GUS,19000000,51660.94,0,18948339.06,18948339.06,-3.73E-09,3.73E-09,0,0,0,0,-3.73E-09
P003741,IRRIG. VI,43984235.17,0,0,43984235.17,36556924.56,1.49E-08,-1.49E-08,0,7427310.61,7427310.61,0,1.49E-08
P003741,IRRIG. VI,21015764.83,637252.41,0,20378512.42,20378512.42,0,0,0,0,0,0,0
P004062,RAILWAYS V,100000000,0,0,100000000,95748830.97,0,0,0,4251169.03,4251169.03,0,0
P004431,MINDORO RUR,17886371.92,0,0,17886371.92,17886371.92,0,0,0,0,0,0,0
P004431,MINDORO RUR,7113628.08,0,0,7113628.08,7113628.08,0,0,0,0,0,0,0
P002027,AGRICULTURE RICE DEV,17500000,1172682.02,0,16327317.98,16327317.98,0,0,0,0,0,0,0
P007185,COMMUNICATION II,26000000,228456.93,0,25771543.07,24566919.99,3.73E-09,-3.73E-09,0,1204623.08,1204623.08,0,3.73E-09
P001247,NAIROBI URBAN DEVT.,8000000,0,0,8000000,8000000,0,0,0,0,0,0,0
P007233,EDUCATION II,8000000,2604704.92,0,5395295.08,5395295.08,0,0.01,0.01,0,0,0,0
P010087,PIPELINES-SNGPL IV,60000000,7712658.64,0,52287341.36,48922435.16,0,0,0,3364906.2,3364906.2,0,0
P002652,ROADS II,7000000,20540.56,0,6979459.44,6979459.44,9.31E-10,-9.31E-10,0,0,0,0,9.31E-10
P037382,POLLUTION CONTROL (DFC),20000000,14289810.55,0,5710189.45,5710189.45,0,0,0,0,0,0,0
P007535,INTEGRATED RURAL DEV,110000000,0,0,110000000,110000000,0,0,0,0,0,0,0
P007536,IRRIGATION VII- BAJO,119828587.6,100000000,0,19828587.62,19828587.62,0,0,0,0,0,0,0
P007536,IRRIGATION VII- BAJO,21674858.71,6625446.33,0,15049412.38,15049412.38,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P007536,IRRIGATION VII- BAJO,8496553.67,0,0,8496553.67,8496553.67,0,0,0,0,0,0,0
P007537,FERTILIZER PROJECT,50000000,0,0,50000000,46773442.56,-7.45E-09,7.45E-09,0,3226557.44,3226557.44,0,-7.45E-09
P002289,SINE SALOUM AG DEVT,7000000,2896974.31,0,4103025.69,4103025.69,4.66E-10,-4.66E-10,0,0,0,0,4.66E-10
P007801,FISHING PORT,24000000,0,0,24000000,24000000,0,0,0,0,0,0,0
P004241,MARDI AGR.RESEARCH,26530676.28,8000000,0,18530676.28,13959651.27,-1.86E-09,0.010000003,0.010000001,4571025.01,4571025.01,0,-1.86E-09
P004241,MARDI AGR.RESEARCH,192011.17,192011.17,0,2.91E-11,0,2.91E-11,-2.91E-11,0,0,0,0,2.91E-11
P004241,MARDI AGR.RESEARCH,1777312.55,0,0,1777312.55,1777312.55,-2.33E-10,2.33E-10,0,0,0,0,-2.33E-10
P037412,INDUSTRIAL DEVT (DFC),35000000,6257.57,0,34993742.43,34993742.43,0,0,0,0,0,0,0
P001246,PROGRAM LOAN,30000000,0,0,30000000,30000000,0,0,0,0,0,0,0
P006738,LAND COLONIZATION II,19500000,1000687.55,0,18499312.45,17238001.6,-3.73E-09,0.010000004,0.01,1261310.85,1261310.85,0,-3.73E-09
P006598,AGRIC.SECTOR LOAN I,20000000,8480.36,0,19991519.64,19991519.64,0,0,0,0,0,0,0
P004434,SMALL IND I,30000000,0,0,30000000,30000000,0,0,0,0,0,0,0
P006121,RAILWAYS II,32000000,3300000,0,28700000,28700000,0,0,0,0,0,0,0
P000847,TELECOMMUNICATION I,23000000,0,0,23000000,23000000,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P005370,SOUSS GROUNDWATER,18500000,0,0,18500000,18187057.63,0,-0.01,-0.01,312942.37,312942.37,0,0
P001110,TOURISM DEVELOPMENT,9700000,36428.52,0,9663571.48,9663571.48,0,0,0,0,0,0,0
P001108,EDUCATION II,5000000,42077.53,0,4957922.47,4957922.47,0,0,0,0,0,0,0
P006912,POWER V,41000000,26449.02,0,40973550.98,39834496.33,0,-0.01,-0.01,1139054.65,1139054.65,0,0
P003745,POWER IV,41000000,0,0,41000000,36457130.2,0,0,0,4542869.8,4542869.8,0,0
P002695,MWANZA TEXTILE,15000000,531897.91,0,14468102.09,14468102.09,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P009161,AGRIC.CREDIT I,50000000,742057.91,0,49257942.09,49257942.09,0,0,0,0,0,0,0
P008908,AGRIC.RURAL DEVT.,75000000,2891477.13,0,72108522.87,72108522.87,-1.49E-08,1.49E-08,0,0,0,0,-1.49E-08
P003165,COMMUNICATIONS I,32000000,154789.77,0,31845210.23,31845210.23,7.45E-09,-7.45E-09,0,0,0,0,7.45E-09
P001244,FORESTRY II,10000000,108147.58,0,9891852.42,3296950.81,-4.66E-10,4.66E-10,0,6594901.61,6594901.61,0,-4.66E-10
P001245,OIL PIPELINE I,20000000,20795.3,0,19979204.7,19979204.7,0,0,0,0,0,0,0
P008427,EDUCATION III,45000000,8144309.81,0,36855690.19,34865964.76,7.45E-09,-7.45E-09,0,1989725.43,1989725.43,0,7.45E-09
P008426,NIBID V DFC,25000000,0,0,25000000,16255115.37,1.86E-09,-1.86E-09,0,8744884.63,8744884.63,0,1.86E-09
P009162,BUK BIJELA POWER,70000000,70000000,0,0,0,0,0,0,0,0,0,0
P004645,ENVIRONMENT CONTROL,25000000,0,0,25000000,11790077.72,-1.86E-09,-0.009999996,-0.009999998,13209922.28,13209922.28,0,-1.86E-09
P002392,INTEGRATED AGR.DEVT.,5000000,0,0,5000000,5000000,0,0,0,0,0,0,0
P003754,FERTILIZER DISTRIBUT,68000000,2618.15,0,67997381.85,62404540.69,0,0,0,5592841.16,5592841.16,0,0
P003678,TELECOMM II,5000000,0,0,5000000,4864210.31,0,0.01,0.01,135789.69,135789.69,0,0
P037493,LIVESTOCK II,33000000,0,0,33000000,27962153.18,-3.73E-09,3.73E-09,0,5037846.82,5037846.82,0,-3.73E-09
P006981,EDUCATION II,8000000,0,0,8000000,8000000,0,0,0,0,0,0,0
P009168,HIGHWAYS VII,19897748,0,0,19897748,19897748,0,-0.01,-0.01,0,0,0,0
P009168,HIGHWAYS VII,5023797,0,0,5023797,5023797,0,0,0,0,0,0,0
P005548,POWER II,72000000,4406639.12,0,67593360.88,66543488.03,7.45E-09,0.009999993,0.01,1049872.85,1049872.85,0,7.45E-09
P004066,KDFC V (DFC),55000000,120336.34,0,54879663.66,54879663.66,1.49E-08,0.009999985,0.01,0,0,0,1.49E-08
P007416,SEWERAGE I AND WATER,15000000,0,0,15000000,14871605.31,1.86E-09,-1.86E-09,0,128394.69,128394.69,0,1.86E-09
P001250,POWER II,63000000,5611560.94,0,57388439.06,57388439.06,0,0,0,0,0,0,0
P001248,DFC II,10000000,0,0,10000000,10000000,0,0,0,0,0,0,0
P004684,IRR.VI-PHITSANULOK,95000000,6567849.37,0,88432150.63,75956489.5,1.49E-08,-0.010000017,-0.010000002,12475661.13,12475661.13,-1.86E-09,1.49E-08
P001423,POWER III,1800000,0,0,1800000,1800000,-2.33E-10,2.33E-10,0,0,0,0,-2.33E-10
P006265,STEEL-CSN II,95000000,384051.75,0,94615948.25,94565948.25,1.49E-08,-1.49E-08,0,50000,50000,0,1.49E-08
P006272,STEEL-COSIPA II,60000000,11349257.56,0,48650742.44,48650742.44,0,0,0,0,0,0,0
P006263,AGR.SAO FRANCISCO PO,23000000,0,0,23000000,21812930.32,0,0,0,1187069.68,1187069.68,0,0
P004439,MAGAT MULTJPURP.X ST,28778963.62,0,0,28778963.62,28753963.62,0,0,0,25000,25000,0,0
P004439,MAGAT MULTJPURP.X ST,13221036.38,0,0,13221036.38,13221036.38,-1.86E-09,1.86E-09,0,0,0,0,-1.86E-09
P005620,EDUCATION III,8900000,1631278.5,0,7268721.5,7137721.5,9.31E-10,-9.31E-10,0,131000,131000,0,9.31E-10
P001424,HIGHWAYS III,27500000,515777.35,0,26984222.65,26984222.65,0,0,0,0,0,0,0
P007048,VOCATIONAL TRAINING,4000000,186752.01,0,3813247.99,3813247.99,0,0,0,0,0,0,0
P004881,DFC I,40000000,10485342.53,0,29514657.47,29514657.47,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P004880,RURAL DEVELOPMENTI,8000000,1249286.31,0,6750713.69,6750713.69,-9.31E-10,9.31E-10,0,0,0,0,-9.31E-10
P037401,ICC II (DFC),27429501.37,0,0,27429501.37,27429501.37,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P037401,ICC II (DFC),2570498.63,2107772.41,0,462726.22,462726.22,0,0,0,0,0,0,0
P001115,ROADS V,43000000,0,0,43000000,43000000,-7.45E-09,7.45E-09,0,0,0,0,-7.45E-09
P001113,DFC-SMALL SCALE ENT.,5600000,1029364.08,0,4570635.92,4275635.92,0,0,0,295000,295000,0,0
P006739,CORDOBA AGRICULTURAL,21000000,2483998.41,0,18516001.59,18516001.59,-3.73E-09,0.010000004,0.01,0,0,0,-3.73E-09
P002026,AGR.DEVT-GOMBE,21000000,14368.47,0,20985631.53,20985631.53,0,0,0,0,0,0,0
P008428,EAST VERMION IRRIG.,40000000,14154110.61,0,25845889.39,24467297.35,0,0,0,1378592.04,1378592.04,0,0
P008120,LIVESTOCK V,17000000,0,0,17000000,17000000,0,0,0,0,0,0,0
P001251,WATER SUPPLY II (COA,35000000,0,0,35000000,35000000,0,0,0,0,0,0,0
P001885,DFC-DBM III,7500000,435836.01,0,7064163.99,7064163.99,0,0,0,0,0,0,0
P008696,FLOOD RECOVERY-AGRIC.,40000000,0,0,40000000,37918250.49,0,0,0,2081749.51,2081749.51,0,0
P008698,FLOOD RECOVERY-INDUSTRY,20000000,0,0,20000000,18194719.33,0,0,0,1805280.67,1805280.67,0,0
P006277,RAILWAYS III FEPASA,75000000,71201.34,0,74928798.66,74928798.66,1.49E-08,-1.49E-08,0,0,0,0,1.49E-08
P002701,TIB II(DFC),15000000,415343.47,0,14584656.53,14584656.53,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P009167,YUGOSLAV OIL PIPELINE,49000000,582000,0,48418000,48368000,0,0,0,50000,50000,0,0
P000135,ROADS III,5800000,731204.57,0,5068795.43,5068795.43,0,0,0,0,0,0,0
P004067,DFC (MIB I),30000000,143293.39,0,29856706.61,29856706.61,0,0,0,0,0,0,0
P008121,INDUSTRIAL SECTOR,35000000,14363539.81,0,20636460.19,20636460.19,0,0,0,0,0,0,0
P001112,DFC-BIDI,8000000,847945.03,0,7152054.97,7152054.97,9.31E-10,-9.31E-10,0,0,0,0,9.31E-10
P004244,POWER VII,35000000,3228936.84,0,31771063.16,25650085.98,0,-0.01,-0.01,6120977.18,6120977.18,0,0
P003742,AG RES & EXT,14686773.95,0,0,14686773.95,13469050.88,3.73E-09,-3.73E-09,0,1217723.07,1217723.07,0,3.73E-09
P003742,AG RES & EXT,6813226.05,0,0,6813226.05,6813226.05,9.31E-10,-9.31E-10,0,0,0,0,9.31E-10
P000850,NIB I (DFC),10000000,69062.22,0,9930937.78,9930937.78,0,0,0,0,0,0,0
P000849,COCOA II,14000000,0,0,14000000,14000000,0,0,0,0,0,0,0
P000852,HIGHWAYS II,18000000,8261.7,0,17991738.3,17811738.3,0,0,0,180000,180000,0,0
P002031,OIL PALM III,29500000,16679563.66,0,12820436.34,12820436.34,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P001249,EDUCATION III,10000000,5629.13,0,9994370.87,9994370.87,1.86E-09,-1.86E-09,0,0,0,0,1.86E-09
P004883,INDUSTRY I (CEMENT),46000000,18076044.82,0,27923955.18,27923955.18,0,0,0,0,0,0,0
P007541,W/S MEDIUM CITIES I,40000000,209609.57,0,39790390.43,39490390.43,0,0,0,300000,300000,0,0
P006913,SAN JOSE HIGHWAY,39000000,0,0,39000000,39000000,0,0,0,0,0,0,0
P005621,HIGHWAYS II,28000000,5872508.97,0,22127491.03,21108471.19,-3.73E-09,3.73E-09,0,1019019.84,1019019.84,0,-3.73E-09
P005619,DFC-BDET VI,20000000,375827.09,0,19624172.91,19624172.91,3.73E-09,-3.73E-09,0,0,0,0,3.73E-09
P004443,DFC-DBP II,75000000,0,0,75000000,75000000,0,0,0,0,0,0,0
P002030,OIL PALM II,19000000,0,0,19000000,19000000,0,0,0,0,0,0,0
